<DATE>	<BALANCE>	<EQUITY>	<DEPOSIT LOAD>
2023.11.14 11:22	11449.00	11482.00	1.7423
2023.11.14 11:23	11449.00	11492.00	0.8703
2023.11.14 11:25	11559.00	11479.00	0.8713
2023.11.14 11:47	11559.00	11621.00	0.8607
2023.11.14 12:03	11559.00	11559.00	0.0000
2023.11.16 11:16	11501.00	11563.00	1.7301
2023.11.16 11:16	11501.00	11541.00	0.0000
2023.11.16 11:17	11501.00	11501.00	0.0000
2023.11.16 14:38	11514.00	11487.00	0.0000
2023.11.16 14:40	11514.00	11515.00	1.7373
2023.11.16 14:41	11514.00	11541.00	0.8666
2023.11.16 14:43	11515.00	11552.00	0.8658
2023.11.16 14:55	11515.00	11517.00	0.8685
2023.11.16 14:56	11515.00	11515.00	0.0000
2023.11.16 16:30	11522.00	11519.00	1.7367
2023.11.16 16:31	11522.00	11530.00	0.8675
2023.11.16 16:31	11523.00	11529.00	0.8676
2023.11.16 16:32	11523.00	11531.00	0.8674
2023.11.16 16:32	11523.00	11523.00	0.0000
2023.11.17 14:50	11533.00	11531.00	1.7349
2023.11.17 14:56	11533.00	11497.00	0.0000
2023.11.17 15:01	11533.00	11543.00	0.8665
2023.11.17 15:02	11534.00	11535.00	0.8671
2023.11.17 15:04	11534.00	11550.00	0.8660
2023.11.17 15:11	11534.00	11534.00	0.0000
2023.11.17 15:14	11541.00	11520.00	0.0000
2023.11.17 15:15	11541.00	11544.00	1.7329
2023.11.17 15:17	11541.00	11555.00	0.8656
2023.11.17 15:17	11542.00	11548.00	0.8661
2023.11.17 15:18	11542.00	11542.00	0.0000
2023.11.22 13:56	11547.00	11544.00	1.7329
2023.11.22 13:58	11547.00	11528.00	0.0000
2023.11.22 13:59	11547.00	11556.00	0.8655
2023.11.22 13:59	11548.00	11553.00	0.8657
2023.11.22 14:00	11548.00	11557.00	0.8654
2023.11.22 14:00	11548.00	11548.00	0.0000
2023.11.23 11:31	11634.00	11628.00	1.7204
2023.11.23 11:32	11634.00	11634.00	0.0000
2023.12.13 09:29	11698.00	11696.00	1.7104
2023.12.13 09:30	11698.00	11698.00	0.0000
2023.12.13 14:15	11707.00	11696.00	0.0000
2023.12.13 14:15	11707.00	11716.00	0.8537
2023.12.13 14:15	11708.00	11711.00	0.8541
2023.12.13 14:16	11708.00	11708.00	0.0000
2023.12.18 13:04	11716.00	11688.00	0.0000
2023.12.18 13:05	11716.00	11722.00	1.7066
2023.12.18 13:06	11716.00	11735.00	0.8523
2023.12.18 13:07	11717.00	11736.00	0.8522
2023.12.18 13:12	11717.00	11721.00	0.8533
2023.12.18 13:15	11717.00	11717.00	0.0000
2023.12.21 13:20	11732.00	11719.00	1.7071
2023.12.21 13:20	11732.00	11715.00	0.0000
2023.12.21 13:21	11732.00	11747.00	0.8515
2023.12.21 13:22	11733.00	11739.00	0.8520
2023.12.21 13:22	11733.00	11733.00	0.0000
2023.12.22 10:34	11754.00	11763.00	1.7007
2023.12.22 10:36	11754.00	11713.00	0.0000
2023.12.22 10:36	11754.00	11775.00	0.8494
2023.12.22 10:37	11755.00	11778.00	0.8492
2023.12.22 10:37	11755.00	11757.00	0.8507
2023.12.22 10:38	11755.00	11755.00	0.0000
2023.12.22 12:43	11699.00	11773.00	1.6992
2023.12.22 12:56	11699.00	11709.00	0.0000
2023.12.22 12:57	11699.00	11699.00	0.0000
2023.12.26 09:26	11709.00	11665.00	0.0000
2023.12.26 09:29	11709.00	11713.00	1.7079
2023.12.26 09:35	11709.00	11723.00	0.8532
2023.12.26 09:40	11770.00	11711.00	0.8541
2023.12.26 10:11	11770.00	11762.00	0.8504
2023.12.26 10:12	11770.00	11770.00	0.0000
2024.01.03 15:20	11779.00	11752.00	0.0000
2024.01.03 15:21	11779.00	11776.00	1.6988
2024.01.03 15:22	11779.00	11810.00	0.8469
2024.01.03 15:25	11780.00	11812.00	0.8468
2024.01.03 15:30	11780.00	11781.00	0.8490
2024.01.03 15:31	11780.00	11780.00	0.0000
2024.01.05 12:42	11728.00	11788.00	1.6971
2024.01.05 12:49	11728.00	11736.00	0.0000
2024.01.05 12:50	11728.00	11728.00	0.0000
2024.01.08 13:07	11680.00	11748.00	1.7028
2024.01.08 13:16	11680.00	11688.00	0.0000
2024.01.08 13:17	11680.00	11680.00	0.0000
2024.01.12 16:24	11691.00	11688.00	1.7116
2024.01.12 16:25	11691.00	11705.00	0.8545
2024.01.12 16:26	11692.00	11699.00	0.8549
2024.01.12 16:29	11692.00	11711.00	0.8541
2024.01.12 16:31	11692.00	11692.00	0.0000
2024.01.15 15:07	11656.00	11708.00	1.7087
2024.01.15 15:12	11656.00	11664.00	0.0000
2024.01.15 15:13	11656.00	11656.00	0.0000
2024.01.23 14:17	11620.00	11666.00	1.7148
2024.01.23 14:22	11620.00	11626.00	0.0000
2024.01.23 14:24	11620.00	11620.00	0.0000
2024.01.23 15:34	11584.00	11624.00	1.7210
2024.01.23 15:36	11584.00	11598.00	0.0000
2024.01.23 15:37	11584.00	11584.00	0.0000
2024.01.24 10:14	11600.00	11610.00	1.7231
2024.01.24 10:15	11600.00	11562.00	0.0000
2024.01.24 10:17	11600.00	11616.00	0.8611
2024.01.24 10:20	11601.00	11624.00	0.8605
2024.01.24 10:20	11601.00	11605.00	0.8619
2024.01.24 10:21	11601.00	11601.00	0.0000
2024.01.24 10:25	11555.00	11607.00	1.7235
2024.01.24 10:28	11555.00	11563.00	0.0000
2024.01.24 10:29	11555.00	11555.00	0.0000
2024.01.24 14:56	11557.00	11583.00	1.7271
2024.01.24 14:57	11557.00	11557.00	0.0000
2024.01.31 12:16	11569.00	11573.00	1.7286
2024.01.31 12:18	11569.00	11521.00	0.0000
2024.01.31 12:25	11569.00	11583.00	0.8635
2024.01.31 12:27	11570.00	11601.00	0.8622
2024.01.31 12:29	11570.00	11575.00	0.8641
2024.01.31 12:30	11570.00	11570.00	0.0000
2024.02.02 09:28	11581.00	11580.00	1.7275
2024.02.02 09:36	11581.00	11542.00	0.0000
2024.02.02 09:42	11581.00	11594.00	0.8627
2024.02.02 09:43	11582.00	11585.00	0.8634
2024.02.02 09:43	11582.00	11582.00	0.0000
2024.02.05 16:54	11554.00	11588.00	1.7264
2024.02.05 16:54	11554.00	11570.00	0.0000
2024.02.05 16:55	11554.00	11554.00	0.0000
2024.02.06 16:54	11534.00	11556.00	1.7311
2024.02.06 16:56	11534.00	11542.00	0.0000
2024.02.06 16:57	11534.00	11534.00	0.0000
2024.02.14 16:36	11545.00	11508.00	0.0000
2024.02.14 16:37	11545.00	11542.00	1.7332
2024.02.14 16:38	11545.00	11558.00	0.8654
2024.02.14 16:38	11546.00	11555.00	0.8656
2024.02.14 16:39	11546.00	11546.00	0.0000
2024.02.16 14:52	11557.00	11554.00	1.7314
2024.02.16 14:53	11557.00	11573.00	0.8643
2024.02.16 15:02	11558.00	11598.00	0.8624
2024.02.16 15:06	11558.00	11560.00	0.8652
2024.02.16 15:11	11558.00	11558.00	0.0000
2024.02.16 15:43	11566.00	11572.00	1.7287
2024.02.16 15:48	11566.00	11530.00	0.0000
2024.02.16 15:57	11566.00	11576.00	0.8640
2024.02.16 15:57	11567.00	11567.00	0.0000
2024.02.20 14:50	11574.00	11577.00	1.7280
2024.02.20 14:51	11574.00	11584.00	0.8634
2024.02.20 14:52	11575.00	11581.00	0.8637
2024.02.20 14:52	11575.00	11575.00	0.0000
2024.02.21 16:28	11513.00	11583.00	1.7271
2024.02.21 16:38	11513.00	11515.00	0.0000
2024.02.21 16:39	11513.00	11513.00	0.0000
2024.02.22 16:02	11515.00	11541.00	1.7334
2024.02.22 16:02	11515.00	11515.00	0.0000
2024.02.27 09:12	11526.00	11525.00	1.7358
2024.02.27 09:14	11526.00	11479.00	0.0000
2024.02.27 09:21	11526.00	11544.00	0.8664
2024.02.27 09:22	11591.00	11531.00	0.8674
2024.02.27 10:08	11591.00	11589.00	0.8631
2024.02.27 10:10	11591.00	11591.00	0.0000
2024.02.27 13:32	11551.00	11595.00	1.7253
2024.02.27 13:36	11551.00	11565.00	0.0000
2024.02.27 13:37	11551.00	11551.00	0.0000
2024.03.12 13:49	11561.00	11547.00	0.0000
2024.03.12 13:49	11561.00	11572.00	0.8643
2024.03.12 13:49	11562.00	11566.00	0.8648
2024.03.12 13:50	11562.00	11562.00	0.0000
2024.03.18 10:07	11572.00	11530.00	0.0000
2024.03.18 10:07	11572.00	11578.00	1.7278
2024.03.18 10:14	11572.00	11592.00	0.8628
2024.03.18 10:15	11633.00	11589.00	0.8631
2024.03.18 10:21	11633.00	11630.00	0.8600
2024.03.18 10:22	11633.00	11633.00	0.0000
2024.03.28 16:54	11597.00	11649.00	1.7173
2024.03.28 16:59	11597.00	11609.00	0.0000
2024.03.28 17:00	11597.00	11597.00	0.0000
2024.04.01 10:18	11617.00	11571.00	0.0000
2024.04.01 10:22	11617.00	11627.00	1.7206
2024.04.01 10:23	11617.00	11638.00	0.8594
2024.04.01 10:24	11618.00	11623.00	0.8605
2024.04.01 10:25	11618.00	11667.00	0.8573
2024.04.01 10:32	11618.00	11618.00	0.0000
2024.04.03 16:57	11588.00	11592.00	0.0000
2024.04.03 17:02	11588.00	11630.00	1.7201
2024.04.03 17:14	11588.00	11588.00	0.0000
2024.04.04 09:56	11597.00	11596.00	1.7252
2024.04.04 09:57	11597.00	11624.00	0.8605
2024.04.04 09:58	11648.00	11619.00	0.8608
2024.04.04 10:01	11648.00	11645.00	0.8589
2024.04.04 10:02	11648.00	11648.00	0.0000
2024.04.08 10:20	11657.00	11652.00	1.7169
2024.04.08 10:20	11657.00	11632.00	0.0000
2024.04.08 10:21	11657.00	11669.00	0.8571
2024.04.08 10:22	11711.00	11665.00	0.8574
2024.04.08 10:25	11711.00	11696.00	0.8552
2024.04.08 10:27	11711.00	11711.00	0.0000
2024.04.08 12:16	11720.00	11723.00	1.7065
2024.04.08 12:19	11720.00	11689.00	0.0000
2024.04.08 12:23	11720.00	11731.00	0.8526
2024.04.08 12:23	11721.00	11730.00	0.8527
2024.04.08 12:24	11721.00	11721.00	0.0000
2024.04.08 16:11	11731.00	11735.00	1.7047
2024.04.08 16:12	11731.00	11707.00	0.0000
2024.04.08 16:13	11731.00	11743.00	0.8517
2024.04.08 16:14	11789.00	11738.00	0.8521
2024.04.08 16:24	11789.00	11781.00	0.8490
2024.04.08 16:25	11789.00	11789.00	0.0000
2024.04.17 10:02	11725.00	11801.00	1.6952
2024.04.17 10:07	11725.00	11733.00	0.0000
2024.04.17 10:08	11725.00	11725.00	0.0000
2024.04.17 15:11	11681.00	11683.00	0.0000
2024.04.17 15:13	11681.00	11737.00	1.7044
2024.04.17 15:16	11681.00	11681.00	0.0000
2024.04.18 10:57	11702.00	11705.00	1.7091
2024.04.18 10:57	11702.00	11651.00	0.0000
2024.04.18 10:58	11702.00	11725.00	0.8530
2024.04.18 10:59	11703.00	11709.00	0.8542
2024.04.18 11:00	11703.00	11703.00	0.0000
2024.04.19 09:28	11713.00	11721.00	1.7068
2024.04.19 09:29	11713.00	11725.00	0.8530
2024.04.19 09:29	11714.00	11720.00	0.8534
2024.04.19 09:30	11714.00	11730.00	0.8527
2024.04.19 09:30	11714.00	11714.00	0.0000
2024.04.19 10:20	11737.00	11676.00	0.0000
2024.04.19 10:29	11737.00	11752.00	1.7023
2024.04.19 10:30	11737.00	11762.00	0.8504
2024.04.19 10:31	11871.00	11754.00	0.8509
2024.04.19 10:54	11871.00	11868.00	0.8428
2024.04.19 10:55	11871.00	11871.00	0.0000
2024.04.22 09:50	11805.00	11873.00	1.6849
2024.04.22 09:53	11805.00	11809.00	0.0000
2024.04.22 09:54	11805.00	11805.00	0.0000
2024.04.22 14:07	11779.00	11797.00	0.0000
2024.04.22 14:08	11779.00	11779.00	0.0000
2024.04.26 11:33	11792.00	11767.00	0.0000
2024.04.26 11:33	11792.00	11785.00	1.6975
2024.04.26 11:34	11792.00	11805.00	0.8473
2024.04.26 11:35	11793.00	11811.00	0.8468
2024.04.26 11:36	11793.00	11795.00	0.8480
2024.04.26 11:37	11793.00	11793.00	0.0000
2024.04.29 09:20	11795.00	11813.00	1.6935
2024.04.29 09:21	11795.00	11795.00	0.0000
2024.04.29 12:30	11755.00	11797.00	1.6958
2024.04.29 12:32	11755.00	11763.00	0.0000
2024.04.29 12:33	11755.00	11755.00	0.0000
2024.04.29 14:48	11760.00	11741.00	0.0000
2024.04.29 14:50	11760.00	11767.00	0.8500
2024.04.29 14:51	11761.00	11764.00	0.8502
2024.04.29 14:51	11761.00	11761.00	0.0000
2024.04.29 16:45	11769.00	11745.00	0.0000
2024.04.29 16:47	11769.00	11771.00	1.6995
2024.04.29 16:50	11769.00	11777.00	0.8493
2024.04.29 16:52	11770.00	11773.00	0.8496
2024.04.29 16:55	11770.00	11785.00	0.8487
2024.04.29 16:56	11770.00	11770.00	0.0000
2024.05.02 12:10	11724.00	11788.00	1.6971
2024.05.02 12:31	11724.00	11728.00	0.0000
2024.05.02 12:32	11724.00	11724.00	0.0000
2024.05.02 14:22	11696.00	11728.00	1.7057
2024.05.02 14:24	11696.00	11704.00	0.0000
2024.05.02 14:25	11696.00	11696.00	0.0000
2024.05.03 15:21	11705.00	11674.00	0.0000
2024.05.03 15:24	11705.00	11708.00	1.7087
2024.05.03 15:25	11705.00	11715.00	0.8538
2024.05.03 15:25	11706.00	11713.00	0.8539
2024.05.03 15:26	11706.00	11706.00	0.0000
2024.05.08 16:03	11715.00	11722.00	1.7066
2024.05.08 16:04	11715.00	11726.00	0.8530
2024.05.08 16:04	11733.00	11720.00	0.8534
2024.05.08 16:21	11733.00	11755.00	0.8509
2024.05.08 16:36	11733.00	11733.00	0.0000
2024.05.13 10:32	11751.00	11743.00	1.7036
2024.05.13 10:33	11751.00	11788.00	0.8485
2024.05.13 10:43	11813.00	11757.00	0.8507
2024.05.13 11:00	11813.00	11852.00	0.8439
2024.05.13 11:24	11813.00	11813.00	0.0000
2024.05.14 11:16	11763.00	11827.00	1.6915
2024.05.14 11:17	11763.00	11777.00	0.0000
2024.05.14 11:18	11763.00	11763.00	0.0000
2024.05.16 16:20	11770.00	11753.00	0.0000
2024.05.16 16:21	11770.00	11769.00	1.6998
2024.05.16 16:23	11770.00	11777.00	0.8493
2024.05.16 16:23	11771.00	11771.00	0.0000
2024.06.06 12:34	11779.00	11757.00	0.0000
2024.06.06 12:35	11779.00	11775.00	1.6989
2024.06.06 12:36	11779.00	11794.00	0.8481
2024.06.06 12:37	11780.00	11781.00	0.8490
2024.06.06 12:43	11780.00	11817.00	0.8464
2024.06.06 12:48	11780.00	11780.00	0.0000
2024.06.11 11:36	11792.00	11796.00	1.6959
2024.06.11 11:37	11792.00	11748.00	0.0000
2024.06.11 11:40	11792.00	11821.00	0.8461
2024.06.11 11:45	11793.00	11795.00	0.8480
2024.06.11 11:46	11793.00	11793.00	0.0000
2024.06.11 14:56	11795.00	11849.00	1.6883
2024.06.11 15:00	11795.00	11795.00	0.0000
2024.06.11 15:46	11804.00	11809.00	1.6940
2024.06.11 15:48	11804.00	11781.00	0.0000
2024.06.11 15:51	11804.00	11819.00	0.8463
2024.06.11 15:54	11805.00	11807.00	0.8471
2024.06.11 16:12	11805.00	11836.00	0.8450
2024.06.11 16:14	11805.00	11805.00	0.0000
2024.06.12 13:48	11814.00	11809.00	1.6940
2024.06.12 13:49	11814.00	11826.00	0.8458
2024.06.12 13:49	11815.00	11819.00	0.8463
2024.06.12 13:50	11815.00	11815.00	0.0000
2024.06.18 13:14	11791.00	11821.00	1.6923
2024.06.18 13:14	11791.00	11799.00	0.0000
2024.06.18 13:15	11791.00	11791.00	0.0000
2024.06.19 09:04	11727.00	11807.00	1.6943
2024.06.19 09:04	11727.00	11763.00	0.0000
2024.06.19 09:05	11727.00	11727.00	0.0000
2024.06.19 16:34	11739.00	11731.00	1.7053
2024.06.19 16:35	11739.00	11725.00	0.0000
2024.06.19 16:35	11739.00	11777.00	0.8493
2024.06.19 16:37	11771.00	11799.00	0.8477
2024.06.19 17:06	11771.00	11742.00	0.8518
2024.06.19 17:30	11771.00	11771.00	0.0000
2024.06.21 12:09	11773.00	11793.00	1.6963
2024.06.21 12:09	11773.00	11773.00	0.0000
2024.06.21 13:38	11780.00	11781.00	1.6981
2024.06.21 13:39	11780.00	11765.00	0.0000
2024.06.21 13:40	11780.00	11790.00	0.8483
2024.06.21 13:40	11781.00	11786.00	0.8486
2024.06.21 13:41	11781.00	11781.00	0.0000
2024.06.24 09:52	11757.00	11787.00	1.6972
2024.06.24 09:52	11757.00	11761.00	0.0000
2024.06.24 09:53	11757.00	11757.00	0.0000
2024.06.26 14:49	11721.00	11763.00	1.7007
2024.06.26 14:50	11721.00	11731.00	0.0000
2024.06.26 14:51	11721.00	11721.00	0.0000
2024.06.27 09:12	11739.00	11697.00	0.0000
2024.06.27 09:15	11739.00	11747.00	1.7030
2024.06.27 09:18	11739.00	11768.00	0.8499
2024.06.27 09:22	11740.00	11779.00	0.8491
2024.06.27 09:25	11740.00	11743.00	0.8517
2024.06.27 09:30	11740.00	11740.00	0.0000
2024.06.27 10:46	11759.00	11708.00	0.0000
2024.06.27 10:47	11759.00	11758.00	1.7014
2024.06.27 10:48	11759.00	11779.00	0.8491
2024.06.27 10:49	11760.00	11763.00	0.8503
2024.06.27 10:50	11760.00	11760.00	0.0000
2024.07.02 16:38	11773.00	11780.00	1.6982
2024.07.02 16:40	11773.00	11787.00	0.8486
2024.07.02 16:41	11774.00	11779.00	0.8491
2024.07.02 16:42	11774.00	11774.00	0.0000
2024.07.03 10:23	11784.00	11748.00	0.0000
2024.07.03 10:24	11784.00	11792.00	1.6965
2024.07.03 10:25	11784.00	11794.00	0.8481
2024.07.03 10:25	11785.00	11785.00	0.0000
2024.07.04 09:20	11753.00	11791.00	1.6966
2024.07.04 09:20	11753.00	11761.00	0.0000
2024.07.04 09:21	11753.00	11753.00	0.0000
2024.07.08 13:58	11727.00	11727.00	0.0000
2024.07.08 15:09	11683.00	11731.00	1.7053
2024.07.08 15:14	11683.00	11687.00	0.0000
2024.07.08 15:15	11683.00	11683.00	0.0000
2024.07.10 09:04	11713.00	11691.00	1.7111
2024.07.10 09:05	11713.00	11661.00	0.0000
2024.07.10 09:05	11713.00	11746.00	0.8515
2024.07.10 09:08	11714.00	11716.00	0.8537
2024.07.10 09:18	11714.00	11788.00	0.8485
2024.07.10 09:45	11714.00	11714.00	0.0000
2024.07.11 09:38	11648.00	11722.00	1.7066
2024.07.11 09:41	11648.00	11662.00	0.0000
2024.07.11 09:44	11648.00	11648.00	0.0000
2024.07.11 10:02	11668.00	11668.00	1.7145
2024.07.11 10:03	11668.00	11624.00	0.0000
2024.07.11 10:04	11668.00	11697.00	0.8551
2024.07.11 10:09	11669.00	11744.00	0.8517
2024.07.11 10:21	11669.00	11674.00	0.8568
2024.07.11 10:22	11669.00	11669.00	0.0000
2024.07.12 13:46	11679.00	11643.00	0.0000
2024.07.12 13:48	11679.00	11679.00	1.7129
2024.07.12 13:53	11679.00	11692.00	0.8555
2024.07.12 13:54	11680.00	11684.00	0.8560
2024.07.12 13:55	11680.00	11680.00	0.0000
2024.07.15 14:58	11656.00	11658.00	0.0000
2024.07.15 14:59	11656.00	11656.00	0.0000
2024.07.17 12:18	11658.00	11710.00	1.7084
2024.07.17 12:22	11658.00	11658.00	0.0000
2024.07.26 11:18	11660.00	11688.00	1.7116
2024.07.26 11:19	11660.00	11660.00	0.0000
2024.07.26 11:34	11670.00	11670.00	1.7142
2024.07.26 11:35	11670.00	11656.00	0.0000
2024.07.26 11:35	11670.00	11683.00	0.8561
2024.07.26 11:36	11671.00	11682.00	0.8562
2024.07.26 11:36	11671.00	11671.00	0.0000
2024.07.26 11:46	11691.00	11709.00	1.7085
2024.07.26 11:50	11691.00	11653.00	0.0000
2024.07.26 12:01	11691.00	11717.00	0.8536
2024.07.26 12:15	11810.00	11710.00	0.8541
2024.07.26 13:43	11810.00	11807.00	0.8471
2024.07.26 13:51	11810.00	11810.00	0.0000
2024.07.30 18:24	11810.00	11810.00	0.0000
